path,url,language,currentStatus,sourceOfUrl,sourceEvidence,inSitemap,inRouteInventory,inAppRoutes,inSeoRegistry,inBlogArticles,exactBlogSlugIfAny,exactProductPageIfAny,relatedExistingBlogPages,relatedExistingProductPages,wasExistingBeforeSeoRegistry,wasCreatedBySeoRegistryWork,isManualInferredCandidate,primaryIntent,intentAlreadyOwnedBy,duplicateRisk,allowedAction,blockedReason,approvedByHuman,notes
/blog/linkedin-carousel-from-pdf-ai,https://gotoflow.io/blog/linkedin-carousel-from-pdf-ai,en,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-sitemap-audit CSV ; src/content/blog/articles/linkedin-carousel-from-pdf-ai.md,yes,no,no,no,yes,linkedin-carousel-from-pdf-ai,,,,yes,no,no,How to Turn a PDF into a LinkedIn Carousel with AI,src/content/blog/articles/linkedin-carousel-from-pdf-ai.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,Present in sitemap but absent from RU inventory CSV.
/blog/linkedin-carousel-hooks,https://gotoflow.io/blog/linkedin-carousel-hooks,en,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-sitemap-audit CSV ; src/content/blog/articles/linkedin-carousel-hooks.md,yes,no,no,no,yes,linkedin-carousel-hooks,,,,yes,no,no,15 Proven LinkedIn Carousel Hooks to Stop the Scroll,src/content/blog/articles/linkedin-carousel-hooks.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,Present in sitemap but absent from RU inventory CSV.
/blog/linkedin-carousel-ideas,https://gotoflow.io/blog/linkedin-carousel-ideas,en,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-sitemap-audit CSV ; src/App.jsx exact route ; src/content/blog/articles/linkedin-carousel-ideas.md,yes,no,yes,no,yes,linkedin-carousel-ideas,,,,yes,no,no,50 LinkedIn Carousel Ideas That Actually Get Engagement,src/content/blog/articles/linkedin-carousel-ideas.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,Present in sitemap but absent from RU inventory CSV.
/blog/linkedin-carousel-prompts,https://gotoflow.io/blog/linkedin-carousel-prompts,en,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-sitemap-audit CSV ; src/App.jsx exact route ; src/content/blog/articles/linkedin-carousel-prompts.md,yes,no,yes,no,yes,linkedin-carousel-prompts,,,,yes,no,no,40 Best LinkedIn Carousel Prompts for ChatGPT & AI (Copy & Paste),src/content/blog/articles/linkedin-carousel-prompts.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,Present in sitemap but absent from RU inventory CSV.
/blog/linkedin-carousel-size-and-specs,https://gotoflow.io/blog/linkedin-carousel-size-and-specs,en,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-sitemap-audit CSV ; src/content/blog/articles/linkedin-carousel-size-and-specs.md,yes,no,no,no,yes,linkedin-carousel-size-and-specs,,,,yes,no,no,LinkedIn Carousel Size and Specs Guide (2026),src/content/blog/articles/linkedin-carousel-size-and-specs.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,Present in sitemap but absent from RU inventory CSV.
/blog/linkedin-content-strategy-for-founders,https://gotoflow.io/blog/linkedin-content-strategy-for-founders,en,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-sitemap-audit CSV ; src/content/blog/articles/linkedin-content-strategy-for-founders.md,yes,no,no,no,yes,linkedin-content-strategy-for-founders,,,,yes,no,no,LinkedIn Content Strategy for Founders: Building Authority in 2026,src/content/blog/articles/linkedin-content-strategy-for-founders.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,Present in sitemap but absent from RU inventory CSV.
/blog/linkedin-creator-tools-guide,https://gotoflow.io/blog/linkedin-creator-tools-guide,en,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-sitemap-audit CSV ; src/content/blog/articles/linkedin-creator-tools-guide.md,yes,no,no,no,yes,linkedin-creator-tools-guide,,,,yes,no,no,LinkedIn Creator Tools Guide 2026: Analytics and Carousels,src/content/blog/articles/linkedin-creator-tools-guide.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,Present in sitemap but absent from RU inventory CSV.
/blog/linkedin-document-post-examples,https://gotoflow.io/blog/linkedin-document-post-examples,en,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-sitemap-audit CSV ; src/content/blog/articles/linkedin-document-post-examples.md,yes,no,no,no,yes,linkedin-document-post-examples,,,,yes,no,no,10 LinkedIn Document Post Examples That Work,src/content/blog/articles/linkedin-document-post-examples.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,Present in sitemap but absent from RU inventory CSV.
/blog/linkedin-pdf-carousel,https://gotoflow.io/blog/linkedin-pdf-carousel,en,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-sitemap-audit CSV ; src/content/blog/articles/linkedin-pdf-carousel.md,yes,no,no,no,yes,linkedin-pdf-carousel,,,,yes,no,no,How to Create a LinkedIn PDF Carousel,src/content/blog/articles/linkedin-pdf-carousel.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,Present in sitemap but absent from RU inventory CSV.
/blog/repurpose-blog-post-linkedin-carousel-ai,https://gotoflow.io/blog/repurpose-blog-post-linkedin-carousel-ai,en,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-sitemap-audit CSV ; src/content/blog/articles/repurpose-blog-post-linkedin-carousel-ai.md,yes,no,no,no,yes,repurpose-blog-post-linkedin-carousel-ai,,,,yes,no,no,How to Repurpose a Blog Post into a LinkedIn Carousel with AI,src/content/blog/articles/repurpose-blog-post-linkedin-carousel-ai.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,Present in sitemap but absent from RU inventory CSV.
/blog/social-media-post-ideas-for-business,https://gotoflow.io/blog/social-media-post-ideas-for-business,en,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-sitemap-audit CSV ; src/content/blog/articles/social-media-post-ideas-for-business.md,yes,no,no,no,yes,social-media-post-ideas-for-business,,,,yes,no,no,30 Social Media Post Ideas for Small Business,src/content/blog/articles/social-media-post-ideas-for-business.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,Present in sitemap but absent from RU inventory CSV.
/blog/test-seo-template-v2,https://gotoflow.io/blog/test-seo-template-v2,en,existing_route_not_in_sitemap,existing_hardcoded_route,src/App.jsx exact route ; src/content/blog/articles/test-seo-template-v2.md,no,no,yes,no,yes,test-seo-template-v2,,,,yes,no,no,Test SEO Template v2,src/content/blog/articles/test-seo-template-v2.md,low,keep_existing,,false,
/blog/text-to-carousel-ai,https://gotoflow.io/blog/text-to-carousel-ai,en,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-sitemap-audit CSV ; src/content/blog/articles/text-to-carousel-ai.md,yes,no,no,no,yes,text-to-carousel-ai,,,,yes,no,no,How to Convert Text to Carousel for Instagram & LinkedIn with AI,src/content/blog/articles/text-to-carousel-ai.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,Present in sitemap but absent from RU inventory CSV.
/blog/turn-video-into-carousel-with-ai,https://gotoflow.io/blog/turn-video-into-carousel-with-ai,en,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-sitemap-audit CSV ; src/content/blog/articles/turn-video-into-carousel-with-ai.md,yes,no,no,no,yes,turn-video-into-carousel-with-ai,,,,yes,no,no,How to Turn a Video into a Carousel with AI,src/content/blog/articles/turn-video-into-carousel-with-ai.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,Present in sitemap but absent from RU inventory CSV.
/blog/viral-linkedin-post-examples,https://gotoflow.io/blog/viral-linkedin-post-examples,en,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-sitemap-audit CSV ; src/content/blog/articles/viral-linkedin-post-examples.md,yes,no,no,no,yes,viral-linkedin-post-examples,,,,yes,no,no,How to Write a Viral LinkedIn Post: Breakdown of 10 Hooks,src/content/blog/articles/viral-linkedin-post-examples.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,Present in sitemap but absent from RU inventory CSV.
/blog/youtube-to-linkedin-carousel-ai,https://gotoflow.io/blog/youtube-to-linkedin-carousel-ai,en,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-sitemap-audit CSV ; src/content/blog/articles/youtube-to-linkedin-carousel-ai.md,yes,no,no,no,yes,youtube-to-linkedin-carousel-ai,,,,yes,no,no,How to Turn a YouTube Video into a LinkedIn Carousel with AI,src/content/blog/articles/youtube-to-linkedin-carousel-ai.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,Present in sitemap but absent from RU inventory CSV.
/linkedin-carousel-maker,https://gotoflow.io/linkedin-carousel-maker,en,existing_indexable_product_tool,existing_sitemap_product_tool,dist/sitemap.xml ; seo-sitemap-audit CSV ; src/App.jsx exact route,yes,no,yes,no,no,,/linkedin-carousel-maker,,,yes,no,no,unknown,Sitemap indexable route owner needs source confirmation,medium,update_existing_page_only,,false,Present in sitemap but absent from RU inventory CSV.
/personal-data-consent,https://gotoflow.io/personal-data-consent,en,existing_indexable_product_tool,existing_sitemap_product_tool,dist/sitemap.xml ; seo-sitemap-audit CSV ; src/App.jsx exact route,yes,no,yes,no,no,,/personal-data-consent,,,yes,no,no,unknown,Sitemap indexable route owner needs source confirmation,medium,update_existing_page_only,,false,Present in sitemap but absent from RU inventory CSV.
/pricing,https://gotoflow.io/pricing,en,existing_indexable_product_tool,existing_sitemap_product_tool,dist/sitemap.xml ; seo-sitemap-audit CSV ; src/App.jsx exact route,yes,no,yes,no,no,,/pricing,,,yes,no,no,unknown,Sitemap indexable route owner needs source confirmation,medium,update_existing_page_only,,false,Present in sitemap but absent from RU inventory CSV.
/privacy-policy,https://gotoflow.io/privacy-policy,en,existing_indexable_product_tool,existing_sitemap_product_tool,dist/sitemap.xml ; seo-sitemap-audit CSV ; src/App.jsx exact route,yes,no,yes,no,no,,/privacy-policy,,,yes,no,no,unknown,Sitemap indexable route owner needs source confirmation,medium,update_existing_page_only,,false,Present in sitemap but absent from RU inventory CSV.
/refund-policy,https://gotoflow.io/refund-policy,en,existing_indexable_product_tool,existing_sitemap_product_tool,dist/sitemap.xml ; seo-sitemap-audit CSV ; src/App.jsx exact route,yes,no,yes,no,no,,/refund-policy,,,yes,no,no,unknown,Sitemap indexable route owner needs source confirmation,medium,update_existing_page_only,,false,Present in sitemap but absent from RU inventory CSV.
/ru,https://gotoflow.io/ru,ru,existing_indexable_product_tool,existing_sitemap_product_tool,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/App.jsx exact route ; docs/seo-p0-batch-implementation-2026-07-08.md|docs/seo-page-registry-implementation-2026-07-08.md,yes,yes,yes,no,no,,/ru,,,yes,no,no,General RU site route,App.jsx:LandingPage / | static ROUTES or dynamic markdown route | built sitemap,medium,update_existing_page_only,,false,
/ru/ai-generator-karuselej,https://gotoflow.io/ru/ai-generator-karuselej,ru,existing_indexable_product_tool,existing_sitemap_product_tool,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; action map: existing-owner-ru-ai-generator-karuselej ; src/App.jsx exact route ; docs/seo-action-map-sitemap-aware-ownership-2026-07-08.md|docs/seo-demand-00c-repo-validation-2026-07-06-report.md|docs/seo-page-system-audit-2026-07-08.md|docs/seo-production-next-step-plan-2026-07-08.md,yes,yes,yes,no,no,,/ru/ai-generator-karuselej,,/ru/ii-generator-karuseley|/ru/generator-kontenta|/ru/generator-postov-instagram|/ru/generator-karuselej-linkedin,yes,no,no,ИИ генератор каруселей,App.jsx:RuAICarouselGeneratorPage / | ROUTES_CONFIG | static ROUTES or dynamic markdown route | built sitemap | docs/seo-page-system-audit-2026-07-08.md or docs/gotoflow-seo-system-audit.md,medium,update_existing_page_only,,false,Existing indexable carousel product/tool owner. | Sitemap owner should be updated instead of creating duplicate registry URL. | Important RU product/tool owner remains in sitemap. | RouteSchemaInjector config: Создавайте профессиональные карусели для LinkedIn и Instagram с помощью ИИ за секунды. | Создавайте профессиональные карусели для LinkedIn и Instagram с помощью ИИ за секунды. | Documented as existing or planned route in prior audit docs.
/ru/alternatives,https://gotoflow.io/ru/alternatives,ru,manual_review_candidate,seo_action_map_candidate,seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; action map: route-only-ru-alternatives ; src/App.jsx exact route ; docs/seo-page-registry-implementation-2026-07-08.md|docs/seo-page-system-audit-2026-07-08.md|docs/seo-production-next-step-plan-2026-07-08.md|docs/seo-sitemap-audit-2026-07-08.md,no,yes,yes,no,no,,/ru/alternatives,,,yes,no,no,General RU site route,"App.jsx:SeoHubPage pageType=""alternative"" / | SeoHubPage pageType=alternative | docs/seo-page-system-audit-2026-07-08.md or docs/gotoflow-seo-system-audit.md",medium,manual_review_required,,false,Route exists in inventory but not sitemap; classify as route_only_needs_check before creating or indexing anything nearby. | Route inventory evidence exists without sitemap presence. | Present in route inventory but absent from sitemap; route-only status needs owner check. | SEO-хаб для страниц альтернатив. | Documented as existing or planned route in prior audit docs.
/ru/alternatives/...,https://gotoflow.io/ru/alternatives/...,ru,existing_route_not_in_sitemap,existing_route_inventory,seo-ru-url-inventory CSV ; seo-sitemap-audit CSV,no,yes,no,no,no,,,,,no,no,no,General RU site route,,medium,keep_existing,,false,Present in route inventory but absent from sitemap; route-only status needs owner check. | Documented as existing or planned route in prior audit docs.
/ru/blog,https://gotoflow.io/ru/blog,ru,existing_indexable_product_tool,existing_sitemap_product_tool,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/App.jsx exact route ; docs/seo-article-template-v2.md|docs/seo-content-plan.md|docs/seo-page-registry-implementation-2026-07-08.md|docs/seo-page-system-audit-2026-07-08.md,yes,yes,yes,no,no,,/ru/blog,,,yes,no,no,Carousel generation / education,App.jsx:BlogPageRu / | ROUTES_CONFIG | static ROUTES or dynamic markdown route | built sitemap | docs/seo-page-system-audit-2026-07-08.md or docs/gotoflow-seo-system-audit.md,medium,update_existing_page_only,,false,"RouteSchemaInjector config: Идеи, хуки и примеры контента для стратегии в соцсетях. | Идеи, хуки и примеры контента для стратегии в соцсетях. | Documented as existing or planned route in prior audit docs."
/ru/blog/...,https://gotoflow.io/ru/blog/...,ru,existing_route_not_in_sitemap,existing_route_inventory,seo-ru-url-inventory CSV ; seo-sitemap-audit CSV,no,yes,no,no,no,...,,,,no,no,no,Blog/informational,docs/seo-page-system-audit-2026-07-08.md or docs/gotoflow-seo-system-audit.md,medium,keep_existing,,false,Present in route inventory but absent from sitemap; route-only status needs owner check. | Documented as existing or planned route in prior audit docs.
/ru/blog/${slug},https://gotoflow.io/ru/blog/${slug},ru,existing_route_not_in_sitemap,existing_route_inventory,seo-ru-url-inventory CSV ; seo-sitemap-audit CSV,no,yes,no,no,no,${slug},,,,no,no,no,Blog/informational,static ROUTES or dynamic markdown route,medium,keep_existing,,false,Present in route inventory but absent from sitemap; route-only status needs owner check.
/ru/blog/algoritm-instagram-karuseli,https://gotoflow.io/ru/blog/algoritm-instagram-karuseli,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/algoritm-instagram-karuseli.md,yes,yes,no,no,yes,algoritm-instagram-karuseli,,,,yes,no,no,informational/educational,src/content/blog/articles/algoritm-instagram-karuseli.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=как инстаграм продвигает карусели; cluster=ru:instagram-carousel; relatedProductRoute=/ru/ai-generator-karuselej | ownerRole=guide; relatedProductRoute=/ru/ai-generator-karuselej; forbiddenNearDuplicates=
/ru/blog/animaciya-v-karuselyah-instagram,https://gotoflow.io/ru/blog/animaciya-v-karuselyah-instagram,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/animaciya-v-karuselyah-instagram.md,yes,yes,no,no,yes,animaciya-v-karuselyah-instagram,,,,yes,no,no,Carousel generation / education,src/content/blog/articles/animaciya-v-karuselyah-instagram.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=анимация в каруселях; cluster=; relatedProductRoute=/ru/ii-generator-karuseley
/ru/blog/avtovoronka-v-instagram-cherez-karuseli,https://gotoflow.io/ru/blog/avtovoronka-v-instagram-cherez-karuseli,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/avtovoronka-v-instagram-cherez-karuseli.md,yes,yes,no,no,yes,avtovoronka-v-instagram-cherez-karuseli,,,,yes,no,no,Carousel generation / education,src/content/blog/articles/avtovoronka-v-instagram-cherez-karuseli.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=автоворонка в инстаграм; cluster=; relatedProductRoute=/ru/ii-generator-karuseley
/ru/blog/b2b-keysy-v-linkedin-karusel,https://gotoflow.io/ru/blog/b2b-keysy-v-linkedin-karusel,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/b2b-keysy-v-linkedin-karusel.md ; docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md,yes,yes,no,no,yes,b2b-keysy-v-linkedin-karusel,,,,yes,no,no,Carousel generation / education,src/content/blog/articles/b2b-keysy-v-linkedin-karusel.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=b2b кейс в linkedin карусель; cluster=; relatedProductRoute=/ru/generator-karuselej-linkedin | ownerRole=supporting; relatedProductRoute=/linkedin-carousel-maker; forbiddenNearDuplicates=
/ru/blog/besshovnaya-karusel-v-instagram,https://gotoflow.io/ru/blog/besshovnaya-karusel-v-instagram,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/besshovnaya-karusel-v-instagram.md ; docs/seo-demand-00c-repo-validation-2026-07-06-report.md,yes,yes,no,no,yes,besshovnaya-karusel-v-instagram,,,,yes,no,no,informational,src/content/blog/articles/besshovnaya-karusel-v-instagram.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=бесшовная карусель в инстаграм; cluster=instagram_carousel; relatedProductRoute=/ru/ai-generator-karuselej | ownerRole=; relatedProductRoute=; forbiddenNearDuplicates=
/ru/blog/chatgpt-prompty-dlya-kopirajtera,https://gotoflow.io/ru/blog/chatgpt-prompty-dlya-kopirajtera,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/chatgpt-prompty-dlya-kopirajtera.md,yes,yes,no,no,yes,chatgpt-prompty-dlya-kopirajtera,,,,yes,no,no,Social post generation / content support,src/content/blog/articles/chatgpt-prompty-dlya-kopirajtera.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=промпты для копирайтера; cluster=; relatedProductRoute=/ru/ii-generator-karuseley
/ru/blog/chitabelnost-teksta-v-karuselyah,https://gotoflow.io/ru/blog/chitabelnost-teksta-v-karuselyah,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/chitabelnost-teksta-v-karuselyah.md,yes,yes,no,no,yes,chitabelnost-teksta-v-karuselyah,,,,yes,no,no,informational/design,src/content/blog/articles/chitabelnost-teksta-v-karuselyah.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=шрифт для чтения в инстаграм; cluster=ru:instagram-carousel; relatedProductRoute=/ru/ai-generator-karuselej | ownerRole=guide; relatedProductRoute=/ru/ai-generator-karuselej; forbiddenNearDuplicates=
/ru/blog/chto-takoe-karusel-v-instagram,https://gotoflow.io/ru/blog/chto-takoe-karusel-v-instagram,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/chto-takoe-karusel-v-instagram.md ; docs/seo-demand-00c-repo-validation-2026-07-06-report.md,yes,yes,no,no,yes,chto-takoe-karusel-v-instagram,,,,yes,no,no,Carousel generation / education,src/content/blog/articles/chto-takoe-karusel-v-instagram.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=что такое карусель в инстаграм; cluster=; relatedProductRoute=
/ru/blog/cta-dlya-karuseley-instagram-s-ii,https://gotoflow.io/ru/blog/cta-dlya-karuseley-instagram-s-ii,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/cta-dlya-karuseley-instagram-s-ii.md,yes,yes,no,no,yes,cta-dlya-karuseley-instagram-s-ii,,,,yes,no,no,пользователь ищет идеи и правила написания призывов к действию для последнего слайда карусели,src/content/blog/articles/cta-dlya-karuseley-instagram-s-ii.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=cta для каруселей instagram; cluster=AI Carousel Copywriting; relatedProductRoute=/ru/ii-generator-karuseley | ownerRole=supporting; relatedProductRoute=/ru/ii-generator-karuseley; forbiddenNearDuplicates=
/ru/blog/dizayn-karuseley-neyroset-vs-canva,https://gotoflow.io/ru/blog/dizayn-karuseley-neyroset-vs-canva,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/dizayn-karuseley-neyroset-vs-canva.md,yes,yes,no,no,yes,dizayn-karuseley-neyroset-vs-canva,,,,yes,no,no,"поиск оптимального процесса создания каруселей, сравнение ручного дизайна и AI",src/content/blog/articles/dizayn-karuseley-neyroset-vs-canva.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=дизайн каруселей нейросеть против canva; cluster=Social media content workflow; relatedProductRoute=
/ru/blog/foto-dlya-posta-instagram-vizual-s-ii,https://gotoflow.io/ru/blog/foto-dlya-posta-instagram-vizual-s-ii,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/foto-dlya-posta-instagram-vizual-s-ii.md,yes,yes,no,no,yes,foto-dlya-posta-instagram-vizual-s-ii,,,,yes,no,no,"пользователь хочет понять, какой визуал использовать для поста Instagram",src/content/blog/articles/foto-dlya-posta-instagram-vizual-s-ii.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=фото пост инстаграм; cluster=instagram_content; relatedProductRoute=/ru/generator-kontenta | ownerRole=supporting; relatedProductRoute=/ru/generator-kontenta; forbiddenNearDuplicates=
/ru/blog/gde-delat-posty-karuseli-s-ii,https://gotoflow.io/ru/blog/gde-delat-posty-karuseli-s-ii,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/gde-delat-posty-karuseli-s-ii.md,yes,yes,no,no,yes,gde-delat-posty-karuseli-s-ii,,,,yes,no,no,Social post generation / content support,src/content/blog/articles/gde-delat-posty-karuseli-s-ii.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=где делать посты карусели с ии; cluster=; relatedProductRoute=/ru/ii-generator-karuseley | ownerRole=supporting; relatedProductRoute=/ru/ii-generator-karuseley; forbiddenNearDuplicates=kakoy-ii-sozdast-post-karusel
/ru/blog/generaciya-postov-karuseley,https://gotoflow.io/ru/blog/generaciya-postov-karuseley,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/generaciya-postov-karuseley.md,yes,yes,no,no,yes,generaciya-postov-karuseley,,,,yes,no,no,Social post generation / content support,src/content/blog/articles/generaciya-postov-karuseley.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=генерация постов каруселей; cluster=; relatedProductRoute=
/ru/blog/generator-karuseley-dlya-vk,https://gotoflow.io/ru/blog/generator-karuseley-dlya-vk,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/generator-karuseley-dlya-vk.md ; docs/seo-ru-url-inventory-and-p0-collision-audit-2026-07-08.md|docs/seo-vk-telegram-noindex-review-pages-2026-07-08.md,yes,yes,no,no,yes,generator-karuseley-dlya-vk,,,,yes,no,no,informational/product-led,src/content/blog/articles/generator-karuseley-dlya-vk.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=генератор каруселей для вк; cluster=ru:vk-content; relatedProductRoute=/ru/generator-kontenta | ownerRole=how_to; relatedProductRoute=/ru/generator-kontenta; forbiddenNearDuplicates=
/ru/blog/generator-vizualnyh-postov-ai,https://gotoflow.io/ru/blog/generator-vizualnyh-postov-ai,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/generator-vizualnyh-postov-ai.md,yes,yes,no,no,yes,generator-vizualnyh-postov-ai,,,,yes,no,no,informational/product-led,src/content/blog/articles/generator-vizualnyh-postov-ai.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=генератор визуальных постов ai; cluster=ru:social-content; relatedProductRoute=/ru/generator-postov-instagram | ownerRole=product_led_guide; relatedProductRoute=/ru/generator-postov-instagram; forbiddenNearDuplicates=
/ru/blog/gorizontalnye-i-vertikalnye-foto-v-karuseli,https://gotoflow.io/ru/blog/gorizontalnye-i-vertikalnye-foto-v-karuseli,ru,existing_indexable_blog,existing_sitemap_blog,dist/sitemap.xml ; seo-ru-url-inventory CSV ; seo-sitemap-audit CSV ; src/content/blog/articles/gorizontalnye-i-vertikalnye-foto-v-karuseli.md,yes,yes,no,no,yes,gorizontalnye-i-vertikalnye-foto-v-karuseli,,,,yes,no,no,informational/troubleshooting,src/content/blog/articles/gorizontalnye-i-vertikalnye-foto-v-karuseli.md,medium,keep_as_blog_support,Existing blog article is supporting content and does not automatically justify a commercial registry URL.,false,primaryKeyword=горизонтальные и вертикальные фото в карусели; cluster=ru:instagram-carousel; relatedProductRoute=/ru/ai-generator-karuselej | ownerRole=technical_guide; relatedProductRoute=/ru/ai-generator-karuselej; forbiddenNearDuplicates=
